Second;UHOLEG2;UCOLEG2;ZINST80;ZINST71;ZINST77;ZINST74;WFWLN2;WSTM2;ZINST58;KBCDO23;KBCDO15;ZINST63;LOG_ACIDENTE
0;326,213;290,856;101,288;89,613;51,058;63,836;443,226;459,456;155,283;99;15;54,981;PARAMLOG_B-12
1;326,547;290,794;101,933;89,493;50,862;64,356;429,375;457,874;151,319;99;13;53,501;PARAMLOG_B-12
2;326,739;290,756;102,011;89,171;50,323;64,589;0;135,721;147,658;97;11;52,165;PARAMLOG_B-12
3;326,484;290,846;101,724;87,108;45,938;69,567;0;96,888;145,074;88;11;51,091;PARAMLOG_B-12
4;325,857;291,305;101,188;85,101;41,714;72,121;0;148,098;142,866;64;11;50,312;PARAMLOG_B-12
5;324,655;292,188;100,557;83,581;38,602;73,45;0;194,792;139,205;42;13;49;PARAMLOG_B-12
6;322,561;293,281;99,917;82,558;36,583;74,034;0;240,187;134,519;28;15;47,236;PARAMLOG_B-12
7;319,686;294,312;99,284;81,885;35,319;74,219;0;261,367;129,399;19;17;45,184;PARAMLOG_B-12
8;316,429;295,1;98,706;81,4;34,46;74,138;0;279,12;124,412;14;18;43,071;PARAMLOG_B-12
9;313,232;295,554;98,163;81,006;33,797;73,757;0;292,674;119,825;10;18;41,03;PARAMLOG_B-12
10;310,397;295,608;97,62;80,658;33,239;73,1;0;302,391;115,728;8;17;39,123;PARAMLOG_B-12
11;308,056;295,234;97,131;80,344;32,754;72,224;0;308,764;112,119;7;16;37,372;PARAMLOG_B-12
12;306,201;294,549;96,729;80,064;32,346;71,205;0;312,462;108,981;6;15;35,789;PARAMLOG_B-12
13;304,783;293,672;96,444;79,819;32,015;70,121;0;314,091;106,188;5;13;34,338;PARAMLOG_B-12
14;303,673;292,69;96,263;79,605;31,755;69,034;0;314,345;103,651;4;12;32,98;PARAMLOG_B-12
15;302,733;291,658;96,172;79,414;31,548;67,987;0;313,738;101,309;4;11;31,693;PARAMLOG_B-12
16;301,856;290,619;96,147;79,232;31,365;67,002;0;312,536;99,124;3;11;30,46;PARAMLOG_B-12
17;300,968;289,603;96,161;79,046;31,178;66,087;0;311,191;97,078;3;10;29,274;PARAMLOG_B-12
18;300,031;288,627;96,191;78,842;30,96;65,236;0;309,536;95,162;3;10;28,134;PARAMLOG_B-12
19;299,039;287,697;96,225;78,609;30,688;64,439;0;307,594;93,373;3;10;27,04;PARAMLOG_B-12
20;297,999;286,81;96,259;78,343;30,35;63,685;0;305,396;91,705;2;9;25,993;PARAMLOG_B-12
21;296,929;285,96;96,291;78,042;29,944;62,963;0;302,976;90,155;2;9;24,993;PARAMLOG_B-12
22;295,85;285,139;96,326;77,708;29,472;62,264;0;300,397;88,715;2;9;24,04;PARAMLOG_B-12
23;294,778;284,34;96,368;77,345;28,942;61,584;0;297,674;87,378;2;9;23,133;PARAMLOG_B-12
24;293,726;283,558;96,419;76,959;28,363;60,92;0;294,866;86,136;2;9;22,268;PARAMLOG_B-12
25;292,702;282,789;96,48;76,553;27,747;60,27;0;292,028;84,98;1;9;21,442;PARAMLOG_B-12
26;291,709;282,031;96,545;76,133;27,101;59,633;0;289,157;83,903;1;9;20,654;PARAMLOG_B-12
27;290,747;281,284;96,61;75,702;26,433;59,01;0;286,315;82,897;1;9;19,9;PARAMLOG_B-12
28;289,816;280,546;96,673;75,263;25,749;58,401;0;283,472;81,954;1;9;19,176;PARAMLOG_B-12
29;288,913;279,819;96,732;74,819;25,053;57,806;0;280,677;81,07;1;9;18,481;PARAMLOG_B-12
30;288,035;279,104;96,786;74,37;24,349;57,226;0;277,915;80,237;1;9;17,813;PARAMLOG_B-12
31;287,18;278,401;96,838;73,919;23,638;56,66;0;275,217;79,452;1;9;17,168;PARAMLOG_B-12
32;286,345;277,711;96,886;73,465;22,923;56,108;0;272,556;78,71;1;9;16,545;PARAMLOG_B-12
33;285,527;277,032;96,931;73,01;22,204;55,569;0;269,945;78,006;1;10;15,944;PARAMLOG_B-12
34;284,727;276,365;96,974;72,553;21,482;55,043;0;267,387;77,338;1;10;15,362;PARAMLOG_B-12
35;283,944;275,71;97,014;72,095;20,757;54,528;0;264,873;76,701;0;10;14,798;PARAMLOG_B-12
36;283,176;275,066;97,051;71,637;20,031;54,025;12;262,496;76,094;0;10;14,251;PARAMLOG_B-12
37;282,425;274,432;97,085;71,19;19,32;53,534;12;260,02;75,514;0;10;13,72;PARAMLOG_B-12
38;281,688;273,808;97,115;70,74;18,605;53,051;12;257,594;74,96;0;10;13,204;PARAMLOG_B-12
39;280,966;273,193;97,142;70,29;17,888;52,575;12;255,175;74,429;0;11;12,701;PARAMLOG_B-12
40;280,259;272,586;97,167;69,84;17,171;52,107;12;252,781;73,92;0;11;12,212;PARAMLOG_B-12
41;279,566;271,985;97,189;69,392;16,455;51,645;12;250,423;73,431;0;11;11,735;PARAMLOG_B-12
42;278,886;271,39;97,208;68,946;15,742;51,19;12;248,101;72,96;0;11;11,268;PARAMLOG_B-12
43;278,22;270,8;97,226;68,502;15,034;50,742;12;245,82;72,506;0;11;10,812;PARAMLOG_B-12
44;277,567;270,217;97,242;68,061;14,33;50,301;12;243,585;72,066;0;12;10,365;PARAMLOG_B-12
45;276,925;269,639;97,256;67,624;13,631;49,867;12;241,401;71,641;0;12;9,927;PARAMLOG_B-12
46;276,293;269,067;97,268;67,19;12,938;49,44;12;239,25;71,228;0;12;9,497;PARAMLOG_B-12
47;275,671;268,5;97,278;66,76;12,251;49,019;12;237,146;70,828;0;12;9,074;PARAMLOG_B-12
48;275,057;267,939;97,286;66,334;11,57;48,605;12;235,081;70,438;0;12;8,659;PARAMLOG_B-12
49;274,452;267,384;97,291;65,911;10,895;48,197;12;233,051;70,059;0;13;8,25;PARAMLOG_B-12
50;273,854;266,834;97,295;65,491;10,225;47,795;12;231,046;69,69;0;13;7,847;PARAMLOG_B-12
51;273,257;266,289;97,297;65,076;9,561;47,398;12;229,091;69,334;0;13;7,452;PARAMLOG_B-12
52;272,655;265,75;97,295;64,663;8,902;47,008;12;227,141;68,997;0;13;7,068;PARAMLOG_B-12
53;272,058;265,215;97,294;64,253;8,248;46,622;12;225,186;68,678;0;14;6,697;PARAMLOG_B-12
54;271,462;264,683;97,295;63,846;7,597;46,241;12;223,212;68,379;0;14;6,338;PARAMLOG_B-12
55;270,873;264,156;97,3;63,46;6,984;45,865;12;221,243;68,098;0;14;5,992;PARAMLOG_B-12
56;270,295;263,631;97,311;63,131;6,474;45,493;12;219,222;67,832;0;14;5,657;PARAMLOG_B-12
57;269,728;263,109;97,327;62,837;6,024;45,125;12;217,174;67,576;0;15;5,328;PARAMLOG_B-12
58;269,168;262,589;97,347;62,562;5,609;44,76;12;215,153;67,331;0;15;5,007;PARAMLOG_B-12
59;268,616;262,071;97,366;62,3;5,215;44,399;12;213,217;67,095;0;15;4,693;PARAMLOG_B-12
60;268,072;261,555;97,383;62,048;4,835;44,042;12;211,36;66,866;0;16;4,384;PARAMLOG_B-12
61;267,535;261,042;97,398;61,802;4,466;43,688;12;209,551;66,643;0;16;4,079;PARAMLOG_B-12
62;267,003;260,531;97,409;61,561;4,105;43,337;12;207,794;66,426;0;16;3,779;PARAMLOG_B-12
63;266,476;260,023;97,416;61,325;3,751;42,99;12;206,065;66,215;0;17;3,482;PARAMLOG_B-12
64;265,954;259,517;97,421;61,093;3,402;42,646;12;204,372;66,008;0;17;3,19;PARAMLOG_B-12
65;265,436;259,015;97,422;60,864;3,058;42,306;12;202,702;65,805;0;17;2,9;PARAMLOG_B-12
66;264,921;258,514;97,422;60,639;2,718;41,97;12;201,056;65,606;0;17;2,613;PARAMLOG_B-12
67;264,41;258,016;97,419;60,416;2,382;41,638;12;199,442;65,411;0;18;2,329;PARAMLOG_B-12
68;263,902;257,521;97,414;60,197;2,051;41,309;12;197,85;65,218;0;18;2,047;PARAMLOG_B-12
69;263,397;257,028;97,407;59,979;1,72;40,988;12;194,218;65,029;0;18;1,767;PARAMLOG_B-12
70;262,895;256,539;97,399;59,738;1,347;40,706;12;188,468;64,842;0;19;1,49;PARAMLOG_B-12
71;262,391;256,058;97,388;59,441;0,892;40,497;12;172,429;64,66;0;19;1,215;PARAMLOG_B-12
72;261,881;255,599;97,372;58,542;0,361;40,644;12;92,426;64,486;0;19;0,946;PARAMLOG_B-12
73;261,329;255,22;97,345;55,79;0;42,03;12;0;64,339;0;20;0,691;PARAMLOG_B-12
74;260,677;255,053;97,256;51,323;0;43,111;12;0;64,273;0;20;0,484;PARAMLOG_B-12
75;259,988;255,165;97,115;46,434;0;43,839;12;0;64,281;0;21;0,348;PARAMLOG_B-12
76;259,471;255,478;96,996;41,617;0;44,362;12;0;64,288;0;21;0,229;PARAMLOG_B-12
77;259,048;255,868;96,928;37,056;0;44,747;12;0;64,278;0;21;0,085;PARAMLOG_B-12
78;258,637;256,246;96,901;32,83;0;45,033;12;0;64,28;0;21;0;PARAMLOG_B-12
79;258,336;256,564;96,902;28,971;0;45,245;12;0;64,292;0;21;0;PARAMLOG_B-12
80;258,212;256,809;96,922;25,489;0;45,399;12;0;64,293;0;21;0;PARAMLOG_B-12
81;258,223;256,982;96,949;22,372;0;45,511;12;0;64,279;0;21;0;PARAMLOG_B-12
82;258,325;257,099;96,976;19,59;0;45,593;12;0;64,258;0;21;0;PARAMLOG_B-12
83;258,491;257,175;96,998;17,177;0;45,658;12;0;64,226;0;21;0;PARAMLOG_B-12
84;258,695;257,229;97,016;15,133;0;45,713;12;0;64,179;0;20;0;PARAMLOG_B-12
85;258,904;257,273;97,028;13,457;0;45,765;12;0;64,119;0;20;0;PARAMLOG_B-12
86;259,095;257,32;97,028;12,149;0;45,819;12;0;64,052;0;20;0;PARAMLOG_B-12
87;259,257;257,374;97,017;11,378;0;45,878;12;0;63,983;0;20;0;PARAMLOG_B-12
88;259,394;257,441;96,997;11,732;0;45,943;12;0;63,912;0;20;0;PARAMLOG_B-12
89;259,507;257,52;96,971;12,59;0;46,014;12;0;63,837;0;19;0;PARAMLOG_B-12
90;259,599;257,61;96,94;13,647;0;46,088;12;0;63,76;0;19;0;PARAMLOG_B-12
91;259,676;257,704;96,907;14,817;0;46,16;12;0;63,682;0;19;0;PARAMLOG_B-12
92;259,743;257,798;96,874;16,034;0;46,229;12;0;63,601;0;19;0;PARAMLOG_B-12
93;259,806;257,887;96,842;17,251;0;46,295;12;0;63,518;0;19;0;PARAMLOG_B-12
94;259,867;257,97;96,811;18,505;0;46,357;12;0;63,434;0;19;0;PARAMLOG_B-12
95;259,928;258,048;96,781;19,862;0;46,417;12;0;63,349;0;19;0;PARAMLOG_B-12
96;259,987;258,122;96,752;21,32;0;46,476;12;0;63,266;0;18;0;PARAMLOG_B-12
97;260,048;258,196;96,724;23,019;0;46,537;12;0;63,184;0;18;0;PARAMLOG_B-12
98;260,111;258,272;96,697;24,851;0;46,6;12;0;63,102;0;18;0;PARAMLOG_B-12
99;260,175;258,351;96,672;26,706;0;46,664;12;0;63,02;0;18;0;PARAMLOG_B-12
100;260,239;258,431;96,648;28,449;0;46,726;12;0;62,937;0;18;0;PARAMLOG_B-12
101;260,302;258,51;96,627;30,067;0;46,787;12;0;62,855;0;18;0;PARAMLOG_B-12
102;260,365;258,587;96,607;31,561;0;46,846;12;0;62,773;0;18;0;PARAMLOG_B-12
103;260,428;258,661;96,589;32,921;0;46,904;12;0;62,691;0;17;0;PARAMLOG_B-12
104;260,491;258,732;96,571;34,063;0;46,96;12;0;62,609;0;17;0;PARAMLOG_B-12
105;260,554;258,801;96,554;34,966;0;47,014;12;0;62,527;0;17;0;PARAMLOG_B-12
106;260,62;258,866;96,539;35,647;0;47,065;12;0;62,443;0;17;0;PARAMLOG_B-12
107;260,683;258,924;96,525;36,105;0;47,11;12;0;62,357;0;17;0;PARAMLOG_B-12
108;260,744;258,974;96,513;36,336;0;47,15;12;0;62,272;0;17;0;PARAMLOG_B-12
109;260,802;259,015;96,5;36,334;0;47,185;12;0;62,187;0;16;0;PARAMLOG_B-12
110;260,86;259,048;96,489;36,161;0;47,216;12;0;62,101;0;16;0;PARAMLOG_B-12
111;260,916;259,074;96,479;35,899;0;47,244;12;0;62,013;0;16;0;PARAMLOG_B-12
112;260,967;259,099;96,469;35,662;0;47,271;12;0;61,924;0;16;0;PARAMLOG_B-12
113;261,012;259,126;96,457;35,464;0;47,3;12;0;61,837;0;16;0;PARAMLOG_B-12
114;261,052;259,158;96,442;35,299;0;47,331;12;0;61,751;0;16;0;PARAMLOG_B-12
115;261,089;259,197;96,427;35,163;0;47,365;12;0;61,665;0;16;0;PARAMLOG_B-12
116;261,123;259,24;96,412;35,052;0;47,4;12;0;61,581;0;16;0;PARAMLOG_B-12
117;261,154;259,287;96,397;34,963;0;47,437;12;0;61,497;0;15;0;PARAMLOG_B-12
118;261,182;259,337;96,383;34,893;0;47,474;12;0;61,414;0;15;0;PARAMLOG_B-12
119;261,211;259,388;96,371;34,839;0;47,513;12;0;61,332;0;15;0;PARAMLOG_B-12
120;261,24;259,439;96,359;34,799;0;47,551;12;0;61,251;0;15;0;PARAMLOG_B-12
121;261,271;259,491;96,349;34,772;0;47,591;12;0;61,171;0;15;0;PARAMLOG_B-12
122;261,303;259,542;96,34;34,757;0;47,63;12;0;61,092;0;15;0;PARAMLOG_B-12
123;261,337;259,594;96,331;34,752;0;47,669;12;0;61,013;0;15;0;PARAMLOG_B-12
124;261,372;259,646;96,323;34,758;0;47,709;12;0;60,936;0;15;0;PARAMLOG_B-12
125;261,41;259,698;96,315;34,774;0;47,75;12;0;60,859;0;14;0;PARAMLOG_B-12
126;261,448;259,75;96,308;34,801;0;47,791;12;0;60,783;0;14;0;PARAMLOG_B-12
127;261,487;259,804;96,301;34,835;0;47,832;12;0;60,708;0;14;0;PARAMLOG_B-12
128;261,528;259,857;96,295;34,876;0;47,873;12;0;60,633;0;14;0;PARAMLOG_B-12
129;261,569;259,908;96,29;34,924;0;47,912;12;0;60,559;0;14;0;PARAMLOG_B-12
130;261,611;259,958;96,285;34,978;0;47,951;12;0;60,484;0;14;0;PARAMLOG_B-12
131;261,653;260,006;96,281;35,039;0;47,989;12;0;60,411;0;14;0;PARAMLOG_B-12
132;261,696;260,053;96,277;35,109;0;48,027;12;0;60,337;0;14;0;PARAMLOG_B-12
133;261,739;260,099;96,272;35,161;0;48,065;12;0;60,264;0;13;0;PARAMLOG_B-12
134;261,782;260,145;96,268;35,165;0;48,102;12;0;60,191;0;13;0;PARAMLOG_B-12
135;261,824;260,191;96,263;35,122;0;48,139;12;0;60,119;0;13;0;PARAMLOG_B-12
136;261,866;260,236;96,259;34,995;0;48,175;12;0;60,047;0;13;0;PARAMLOG_B-12
137;261,907;260,281;96,255;34,752;0;48,211;12;0;59,975;0;13;0;PARAMLOG_B-12
138;261,948;260,325;96,251;34,406;0;48,247;12;0;59,904;0;13;0;PARAMLOG_B-12
139;261,989;260,366;96,247;33,972;0;48,28;12;0;59,832;0;13;0;PARAMLOG_B-12
140;262,029;260,404;96,245;33,466;0;48,311;12;0;59,761;0;13;0;PARAMLOG_B-12
141;262,068;260,437;96,243;32,906;0;48,339;12;0;59,689;0;12;0;PARAMLOG_B-12
142;262,108;260,466;96,243;32,315;0;48,365;12;0;59,618;0;12;0;PARAMLOG_B-12
143;262,146;260,491;96,242;31,695;0;48,389;12;0;59,547;0;12;0;PARAMLOG_B-12
144;262,184;260,514;96,242;31,077;0;48,413;12;0;59,476;0;12;0;PARAMLOG_B-12
145;262,221;260,536;96,241;30,51;0;48,435;12;0;59,404;0;12;0;PARAMLOG_B-12
146;262,256;260,56;96,24;29,986;0;48,458;12;0;59,333;0;12;0;PARAMLOG_B-12
147;262,289;260,585;96,238;29,52;0;48,482;12;0;59,262;0;12;0;PARAMLOG_B-12
148;262,32;260,613;96,235;29,124;0;48,507;12;0;59,192;0;12;0;PARAMLOG_B-12
149;262,35;260,644;96,231;28,806;0;48,533;12;0;59,122;0;12;0;PARAMLOG_B-12
150;262,378;260,679;96,228;28,574;0;48,561;12;0;59,053;0;11;0;PARAMLOG_B-12
151;262,406;260,717;96,224;28,429;0;48,59;12;0;58,985;0;11;0;PARAMLOG_B-12
152;262,433;260,756;96,221;28,364;0;48,619;12;0;58,916;0;11;0;PARAMLOG_B-12
153;262,459;260,794;96,219;28,348;0;48,648;12;0;58,848;0;11;0;PARAMLOG_B-12
154;262,486;260,831;96,217;28,375;0;48,676;12;0;58,781;0;11;0;PARAMLOG_B-12
155;262,513;260,867;96,216;28,445;0;48,704;12;0;58,714;0;11;0;PARAMLOG_B-12
156;262,54;260,902;96,215;28,555;0;48,731;12;0;58,647;0;11;0;PARAMLOG_B-12
157;262,568;260,936;96,215;28,692;0;48,759;12;0;58,581;0;11;0;PARAMLOG_B-12
158;262,595;260,971;96,214;28,836;0;48,787;12;0;58,515;0;11;0;PARAMLOG_B-12
159;262,623;261,006;96,214;28,983;0;48,814;12;0;58,45;0;11;0;PARAMLOG_B-12
160;262,65;261,041;96,214;29,135;0;48,843;12;0;58,385;0;10;0;PARAMLOG_B-12
161;262,677;261,077;96,214;29,289;0;48,871;12;0;58,321;0;10;0;PARAMLOG_B-12
162;262,704;261,113;96,215;29,444;0;48,899;12;0;58,258;0;10;0;PARAMLOG_B-12
163;262,731;261,149;96,215;29,601;0;48,927;12;0;58,194;0;10;0;PARAMLOG_B-12
164;262,758;261,184;96,216;29,757;0;48,955;12;0;58,131;0;10;0;PARAMLOG_B-12
165;262,786;261,22;96,217;29,913;0;48,983;12;0;58,069;0;10;0;PARAMLOG_B-12
166;262,814;261,255;96,219;30,067;0;49,011;12;0;58,007;0;10;0;PARAMLOG_B-12
167;262,842;261,29;96,221;30,22;0;49,038;12;0;57,945;0;10;0;PARAMLOG_B-12
168;262,87;261,324;96,222;30,37;0;49,066;12;0;57,883;0;10;0;PARAMLOG_B-12
169;262,898;261,358;96,224;30,518;0;49,093;12;0;57,822;0;10;0;PARAMLOG_B-12
170;262,927;261,391;96,227;30,663;0;49,12;12;0;57,761;0;9;0;PARAMLOG_B-12
171;262,955;261,424;96,229;30,805;0;49,146;12;0;57,7;0;9;0;PARAMLOG_B-12
172;262,984;261,457;96,231;30,944;0;49,173;12;0;57,64;0;9;0;PARAMLOG_B-12
173;263,011;261,489;96,233;31,08;0;49,199;12;0;57,58;0;9;0;PARAMLOG_B-12
174;263,039;261,52;96,236;31,213;0;49,224;12;0;57,519;0;9;0;PARAMLOG_B-12
175;263,066;261,551;96,238;31,343;0;49,25;12;0;57,46;0;9;0;PARAMLOG_B-12
176;263,093;261,581;96,241;31,469;0;49,275;12;0;57,4;0;9;0;PARAMLOG_B-12
177;263,119;261,611;96,244;31,592;0;49,299;12;0;57,341;0;9;0;PARAMLOG_B-12
178;263,145;261,64;96,246;31,713;0;49,323;12;0;57,281;0;9;0;PARAMLOG_B-12
179;263,17;261,669;96,249;31,83;0;49,347;12;0;57,222;0;9;0;PARAMLOG_B-12
180;263,195;261,697;96,252;31,945;0;49,371;12;0;57,164;0;8;0;PARAMLOG_B-12
181;263,219;261,725;96,255;32,058;0;49,394;12;0;57,105;0;8;0;PARAMLOG_B-12
182;263,239;261,753;96,257;32,169;0;49,417;12;0;57,049;0;8;0;PARAMLOG_B-12
183;263,256;261,78;96,259;32,277;0;49,44;12;0;56,995;0;8;0;PARAMLOG_B-12
184;263,273;261,807;96,263;32,383;0;49,463;12;0;56,946;0;8;0;PARAMLOG_B-12
185;263,291;261,834;96,269;32,488;0;49,485;12;0;56,897;0;8;0;PARAMLOG_B-12
186;263,31;261,86;96,278;32,59;0;49,506;12;0;56,85;0;8;0;PARAMLOG_B-12
187;263,328;261,886;96,288;32,692;0;49,528;12;0;56,804;0;8;0;PARAMLOG_B-12
188;263,345;261,912;96,3;32,792;0;49,549;12;0;56,76;0;8;0;PARAMLOG_B-12
189;263,359;261,938;96,312;32,893;0;49,57;12;0;56,717;0;8;0;PARAMLOG_B-12
190;263,372;261,963;96,323;32,987;0;49,591;12;0;56,675;0;8;0;PARAMLOG_B-12
191;263,383;261,989;96,332;33,056;0;49,611;12;0;56,634;0;8;0;PARAMLOG_B-12
192;263,392;262,014;96,34;33,096;0;49,631;12;0;56,594;0;8;0;PARAMLOG_B-12
193;263,402;262,038;96,347;33,108;0;49,651;12;0;56,556;0;7;0;PARAMLOG_B-12
194;263,412;262,061;96,351;33,078;0;49,669;12;0;56,519;0;7;0;PARAMLOG_B-12
195;263,424;262,083;96,355;32,983;0;49,687;12;0;56,483;0;7;0;PARAMLOG_B-12
196;263,435;262,102;96,359;32,826;0;49,703;12;0;56,447;0;7;0;PARAMLOG_B-12
197;263,447;262,118;96,362;32,615;0;49,718;12;0;56,412;0;7;0;PARAMLOG_B-12
198;263,462;262,133;96,365;32,359;0;49,731;12;0;56,378;0;7;0;PARAMLOG_B-12
199;263,477;262,145;96,367;32,068;0;49,743;12;0;56,343;0;7;0;PARAMLOG_B-12
200;263,492;262,155;96,37;31,753;0;49,754;12;0;56,309;0;7;0;PARAMLOG_B-12
201;263,506;262,163;96,373;31,424;0;49,764;12;0;56,274;0;7;0;PARAMLOG_B-12
202;263,52;262,169;96,375;31,093;0;49,773;12;0;56,241;0;7;0;PARAMLOG_B-12
203;263,534;262,175;96,377;30,77;0;49,781;12;0;56,207;0;7;0;PARAMLOG_B-12
204;263,547;262,179;96,379;30,463;0;49,788;12;0;56,173;0;7;0;PARAMLOG_B-12
205;263,558;262,183;96,381;30,183;0;49,795;12;0;56,14;0;7;0;PARAMLOG_B-12
206;263,569;262,186;96,383;29,936;0;49,801;12;0;56,108;0;7;0;PARAMLOG_B-12
207;263,58;262,188;96,385;29,729;0;49,806;12;0;56,075;0;7;0;PARAMLOG_B-12
208;263,591;262,191;96,387;29,567;0;49,811;12;0;56,043;0;7;0;PARAMLOG_B-12
209;263,601;262,194;96,388;29,454;0;49,816;12;0;56,011;0;7;0;PARAMLOG_B-12
210;263,611;262,198;96,389;29,391;0;49,822;12;0;55,979;0;7;0;PARAMLOG_B-12
211;263,622;262,202;96,39;29,362;0;49,827;12;0;55,948;0;6;0;PARAMLOG_B-12
212;263,632;262,208;96,39;29,359;0;49,833;12;0;55,917;0;6;0;PARAMLOG_B-12
213;263,643;262,215;96,39;29,382;0;49,839;12;0;55,886;0;6;0;PARAMLOG_B-12
214;263,653;262,223;96,39;29,431;0;49,846;12;0;55,855;0;6;0;PARAMLOG_B-12
215;263,664;262,233;96,39;29,504;0;49,853;12;0;55,824;0;6;0;PARAMLOG_B-12
216;263,675;262,244;96,389;29,6;0;49,861;12;0;55,794;0;6;0;PARAMLOG_B-12
217;263,687;262,257;96,388;29,704;0;49,871;12;0;55,763;0;6;0;PARAMLOG_B-12
218;263,698;262,272;96,386;29,812;0;49,881;12;0;55,733;0;6;0;PARAMLOG_B-12
219;263,71;262,289;96,384;29,923;0;49,892;12;0;55,703;0;6;0;PARAMLOG_B-12
220;263,722;262,306;96,382;30,038;0;49,904;12;0;55,673;0;6;0;PARAMLOG_B-12
221;263,734;262,325;96,38;30,154;0;49,916;12;0;55,642;0;6;0;PARAMLOG_B-12
222;263,746;262,344;96,378;30,273;0;49,929;12;0;55,612;0;6;0;PARAMLOG_B-12
223;263,757;262,364;96,376;30,392;0;49,942;12;0;55,582;0;6;0;PARAMLOG_B-12
224;263,769;262,383;96,373;30,512;0;49,956;12;0;55,553;0;6;0;PARAMLOG_B-12
225;263,78;262,403;96,371;30,632;0;49,971;12;0;55,523;0;6;0;PARAMLOG_B-12
226;263,791;262,423;96,369;30,751;0;49,985;12;0;55,493;0;6;0;PARAMLOG_B-12
227;263,802;262,443;96,367;30,87;0;49,999;12;0;55,463;0;6;0;PARAMLOG_B-12
228;263,813;262,462;96,365;30,988;0;50,014;12;0;55,434;0;6;0;PARAMLOG_B-12
229;263,823;262,481;96,363;31,104;0;50,029;12;0;55,404;0;6;0;PARAMLOG_B-12
230;263,834;262,5;96,361;31,219;0;50,043;12;0;55,375;0;6;0;PARAMLOG_B-12
231;263,844;262,519;96,359;31,332;0;50,057;12;0;55,346;0;6;0;PARAMLOG_B-12
232;263,854;262,537;96,357;31,444;0;50,072;12;0;55,317;0;5;0;PARAMLOG_B-12
233;263,864;262,555;96,356;31,553;0;50,086;12;0;55,288;0;5;0;PARAMLOG_B-12
234;263,875;262,572;96,355;31,661;0;50,1;12;0;55,259;0;5;0;PARAMLOG_B-12
235;263,886;262,589;96,353;31,767;0;50,114;12;0;55,23;0;5;0;PARAMLOG_B-12
236;263,897;262,606;96,352;31,871;0;50,127;12;0;55,202;0;5;0;PARAMLOG_B-12
237;263,908;262,623;96,351;31,974;0;50,141;12;0;55,173;0;5;0;PARAMLOG_B-12
238;263,92;262,639;96,35;32,075;0;50,155;12;0;55,145;0;5;0;PARAMLOG_B-12
239;263,933;262,656;96,349;32,175;0;50,168;12;0;55,116;0;5;0;PARAMLOG_B-12
240;263,945;262,673;96,348;32,275;0;50,182;12;0;55,088;0;5;0;PARAMLOG_B-12
0;325,64;290,862;100,406;89,611;51,051;63,842;443,202;458,21;158,247;99;17;55,685;PARAMLOG_B-13
1;325,653;290,797;100,449;89,473;50,812;64,357;431,013;454,16;157,683;99;17;55,427;PARAMLOG_B-13
2;325,652;290,742;100,453;89,275;50,413;64,613;435,313;453,597;157,252;99;17;55,247;PARAMLOG_B-13
3;325,645;290,735;100,424;89,104;50,058;64,759;442,134;453,967;156,855;99;16;55,081;PARAMLOG_B-13
4;325,633;290,772;100,392;88,974;49,787;64,851;447,901;454,565;156,47;100;16;54,919;PARAMLOG_B-13
5;325,617;290,831;100,368;88,881;49,592;64,912;452,064;455,168;156,1;100;16;54,763;PARAMLOG_B-13
6;325,603;290,895;100,351;88,815;49,456;64,955;455,004;448,525;155,745;100;16;54,612;PARAMLOG_B-13
7;325,585;290,954;100,34;88,72;49,249;65,147;453,575;442,518;155,436;99;16;54,474;PARAMLOG_B-13
8;325,574;291,013;100,327;88,633;49,054;65,28;455,402;442,477;155,192;99;15;54,367;PARAMLOG_B-13
9;325,576;291,077;100,31;88,571;48,91;65,375;457,637;442,769;154,971;99;15;54,27;PARAMLOG_B-13
10;325,587;291,146;100,292;88,531;48,814;65,447;459,471;443,122;154,761;99;15;54,177;PARAMLOG_B-13
11;325,604;291,214;100,274;88,509;48,756;65,504;460,794;443,47;154,553;99;15;54,084;PARAMLOG_B-13
12;325,626;291,277;100,258;88,5;48,726;65,55;461,705;443,763;154,341;99;15;53,987;PARAMLOG_B-13
13;325,65;291,332;100,243;88,5;48,716;65,588;462,338;444,011;154,121;99;15;53,886;PARAMLOG_B-13
14;325,676;291,381;100,231;88,507;48,719;65,621;462,806;444,204;153,893;99;15;53,779;PARAMLOG_B-13
15;325,705;291,424;100,22;88,518;48,732;65,65;463,183;444,364;153,652;98;15;53,666;PARAMLOG_B-13
16;325,732;291,46;100,211;88,532;48,751;65,675;463,515;444,483;153,399;98;14;53,545;PARAMLOG_B-13
17;325,758;291,491;100,203;88,548;48,775;65,697;463,826;444,592;153,133;98;14;53,418;PARAMLOG_B-13
18;325,78;291,519;100,195;88,567;48,802;65,717;464,141;444,699;152,853;98;14;53,282;PARAMLOG_B-13
19;325,798;291,543;100,189;88,586;48,833;65,735;464,476;444,8;152,56;98;14;53,139;PARAMLOG_B-13
20;325,812;291,565;100,182;88,608;48,866;65,75;464,84;444,895;152,256;98;14;52,99;PARAMLOG_B-13
21;325,823;291,583;100,176;88,63;48,9;65,763;465,241;444,988;151,942;98;14;52,834;PARAMLOG_B-13
22;325,831;291,599;100,17;88,653;48,937;65,774;465,676;445,069;151,623;98;13;52,674;PARAMLOG_B-13
23;325,839;291,612;100,165;88,678;48,976;65,782;466,132;445,151;151,299;98;13;52,509;PARAMLOG_B-13
